,Commit Message,IsFix
762,"Add InsertSlicesOp to the VectorOps dialect.

PiperOrigin-RevId: 285830394
Change-Id: Iea5547d55efedd5150c82edf7afb5e4ed2b373d3
",False
763,"Automated rollback of commit fe3d481de8e10046a40c74af38d347ea74d9e111

PiperOrigin-RevId: 267269957
",False
764,"mesa: Correct the is_vertex_position decision for dlists.

We have to use _mesa_inside_dlist_begin_end instead of
_mesa_inside_begin_end to see if we are inside a glBegin/glEnd block in
case of display lists.
So split the is_vertex_position function used in vertex attribute processing
into a imm and dlist variant and use the appropriate _mesa_inside_begin_end
variant.

Reviewed-by: Brian Paul <brianp@vmware.com>
Signed-off-by: Mathias Fröhlich <Mathias.Froehlich@web.de>
",True
765,"zink. Added storage CISto descriptor pool.
Added storage in descriptor pool for combined image samplers as well as uniform buffers.
Stops some shaders from running through a pools storage faster than zinks internal tracking.

Reviewed-by: Erik Faye-Lund <erik.faye-lund@collabora.com>
Tested-by: Marge Bot <https://gitlab.freedesktop.org/mesa/mesa/-/merge_requests/4045>
Part-of: <https://gitlab.freedesktop.org/mesa/mesa/-/merge_requests/4045>
",False
766,"Adds Arena planner API to deallocate/allocate non-persistent arena

PiperOrigin-RevId: 276603265
Change-Id: I2f47d6122979748d788556d8e8111f1f22ab39a5
",False
767,"[TEST] Fix iio unit test that fails occasionally

Add sleep time unitl state changed within the timeout
Related issue : #2434

Signed-off-by: gichan-jang <gichan2.jang@samsung.com>
",False
768,"Fix 31687 on netfx: escape Correlation-Context keys and values (#36203)

* Fix 31687 on Desktop: escape Correlation-Context keys and values

* review comments
",True
769,"network: split struct Prefix into Prefix and RoutePrefix
",False
770,"core: add ExecStartXYZEx= with dbus support for executable prefixes

Closes #11654
",False
771,"ac: rename SI-CIK-VI to GFX6-GFX7-GFX8

Acked-by: Dave Airlie <airlied@redhat.com>

We already use GFX9 and I don't want us to have confusing naming
in the driver. GFXn naming is better from the driver perspective,
because it's the real version of the gfx portion of the hw. Also,
CIK means Bonaire-Kaveri-Kabini, it doesn't mean CI.

It shouldn't confuse our SDMA, UVD, VCE etc. code much. Those have
nothing to do with GFXn and they have their own version numbers.
",False
772,"JIT: allow slightly more general promotion of structs with struct fields (#22867)

For a while now the jit has been able to promote an outer struct A with an
inner struct field B that itself has a single non-struct field C, provided
that C occupies all of B and that C and B are pointer-sized.

For example, this comes up when supporting promotion of `Span<T>`, as a span
contains a `ByReference<T>` field that itself contains a pointer-sized field.

This change relaxes the constraints slightly, allowing B and C to be less than
pointer sized, provided C still occupies all of B, and B is suitably aligned
within A.

Doing so allows promotion of the new `Range` type, which contains two `Index`
fields that each wrap an `int`. This improves performance for uses of `Range`
for simple examples like those in #22079.",True
773,"Reenable tests (#37521)

",False
774,"Go: Update generated wrapper functions for TensorFlow ops.

PiperOrigin-RevId: 299595715
Change-Id: If46545544008ef2e68e48fc0a651465fbb4174ef
",False
775,"Add a comment to note that the structs are ""semi-ABI stable"" in TFL common.h.

PiperOrigin-RevId: 310601795
Change-Id: I8922a1e1f66e194429111758c6e50f50da6d2f69
",False
776,"panfrost: Adjust shader CAPs to expose dEQP compute

Signed-off-by: Alyssa Rosenzweig <alyssa.rosenzweig@collabora.com>
",True
777,"[NUI] Fix svace issues
",True
778,"COMPMID-3175: Remove padding from NEBoundingBoxTransformKernel

Change-Id: I24b465162a54011bf9b0210f46bdb1a96398c32c
Signed-off-by: Michalis Spyrou <michalis.spyrou@arm.com>
Reviewed-on: https://review.mlplatform.org/c/ml/ComputeLibrary/+/2916
Comments-Addressed: Arm Jenkins <bsgcomp@arm.com>
Reviewed-by: Michele Di Giorgio <michele.digiorgio@arm.com>
Tested-by: Arm Jenkins <bsgcomp@arm.com>
",False
779,"Support surfaceless context for OpenGL ES 2

Change-Id: I6a40a226231fc640ed9bb3722748dbaa6ef072c4
",False
780,"capture: support hwc capture

Change-Id: I1dc32e1b4b085a4b5fec35aa399c77ad31d14631
Signed-off-by: Junkyeong Kim <jk0430.kim@samsung.com>
",False
781,"Add comments to TfLiteConvParams to indicate what's supported in v1 vs v2.

PiperOrigin-RevId: 284001572
Change-Id: Iee505945669c71eaf5556fd3793d2504dd562f98
",False
782,"intel/perf: make oa_sample_buffers private

All references to this data structure have been moved inside the perf
subsystem.

Reviewed-by: Kenneth Graunke <kenneth@whitecape.org>
",False
783,"Add tests that slots are colocated with original variables

PiperOrigin-RevId: 237145069
",False
784,"Add eager microbenchmarks for Layer.__call__, name_scope, nest.map_structure, and
nest.pack_sequence_as

PiperOrigin-RevId: 313460594
Change-Id: Ib4aaa659f18631a4dea623a5833320bf5f4aa482
",False
785,"test: add a testcase for #11458
",False
786,"mesa/st: rewrite src var when lowering tex_src_plane

The assign_extra_samplers() adds the needed extra samplers but they need
to be used in the nir_tex_instr.
Otherwise the plane information is simply lost and all nir_tex_instr use the
same sampler.
Here's an example of the bug:

NIR before st_nir_lower_tex_src_plane:
	vec1 32 ssa_8 = load_const (0x00000000 /* 0.000000 */)
	vec4 32 ssa_9 = tex ssa_0 (texture_deref), ssa_0 (sampler_deref), ssa_5 (coord), ssa_8 (plane)
	vec1 32 ssa_10 = load_const (0x00000001 /* 0.000000 */)
	vec4 32 ssa_11 = tex ssa_0 (texture_deref), ssa_0 (sampler_deref), ssa_5 (coord), ssa_10 (plane)

After:

	vec4 32 ssa_9 = tex ssa_0 (texture_deref), ssa_0 (sampler_deref), ssa_5 (coord)
	vec4 32 ssa_11 = tex ssa_0 (texture_deref), ssa_0 (sampler_deref), ssa_5 (coord)

This fixes the following piglit test for radeonsi + NIR:
  - ext_image_dma_buf_import-sample_nv12
  - ext_image_dma_buf_import-sample_yuv420
  - ext_image_dma_buf_import-sample_yvu420

Reviewed-by: Eric Anholt <eric@anholt.net>
Signed-off-by: Marek Olšák <marek.olsak@amd.com>
",False
787,"efl_player: split off audio related properties

Summary:
this commit moves the audio related properties from Efl.Player to
Efl.Player_Audio.

Reviewers: zmike, Jaehyun_Cho

Reviewed By: zmike

Subscribers: cedric, #reviewers, #committers

Tags: #efl

Maniphest Tasks: T7877

Differential Revision: https://phab.enlightenment.org/D10106
",False
788,"[XLA:GPU] Improve all-reduce-related error message.

This error message is wrong; all-reduce *is* now implemented, but it's only
implemented in unnested contexts, i.e. not inside fusions, maps, etc.

PiperOrigin-RevId: 251901906
",False
789,"Send device_id in USER_PRESENCE_DETECTED event

Change-Id: I9146db9747cc18fc34e04bc6ac78f9d606e5b7e0
Signed-off-by: Nishant Chaprana <n.chaprana@samsung.com>
",False
790,"radeonsi/gfx10: implement si_make_buffer_descriptor

Acked-by: Bas Nieuwenhuizen <bas@basnieuwenhuizen.nl>
",False
791,"Eliminate some bounds checks in Path (dotnet/coreclr#21721)

Signed-off-by: dotnet-bot <dotnet-bot@microsoft.com>
",False
792,"Add WatchView

Change-Id: Ia7ffb0926760d702073aea0c5a906276ceba23f9
",False
793,"Organize the dot op emitter a bit better; NFC

This CL pays down some technical debt around dot_op_emitter's organization.  It

 - Extracts out a GetDotImplementationStrategy that decides the lowering
   strategy for a dot operation.  Earlier this logic was scattered through the
   lowering code.

 - Removes calls to PotentiallyImplementedAsEigenDot.  This is an implementation
   detail for dot_op_emitter and exposing it like this has aged poorly in the
   face of the various tiled LLVM IR lowerings we now have.  Instead, we expose
   two more specific hooks: DotOperandsAndResultMustHaveRowMajorLayout and
   DotImplementationCanHandleTranspose.

 - Renames xla_enable_experimental_llvm_ir_gemm to
   xla_force_enable_experimental_llvm_ir_gemm since its behavior is that it
   enables the tiled LLVM IR GEMM even when it does not look profitable.

Note: In parallel_task_assignment the call to PotentiallyImplementedAsEigenDot
was redundant since we already check for non-loop fusions and dots.
PiperOrigin-RevId: 228276282
",False
794,"[ LICENCE ] Fix license header

NNTrainer is not LGPL. It is Apache2.0 and fix accordingly.

**Self evaluation:**
1. Build test:	 [X]Passed [ ]Failed [ ]Skipped
2. Run test:	 [X]Passed [ ]Failed [ ]Skipped

Signed-off-by: HyesuAhn <linim@naver.com>
Signed-off-by: jijoong.moon <jijoong.moon@samsung.com>
",False
795,"e_comp_screen: call the init/deinit functions once during the lifetime

modify the code that the e20 call the init/deinit functions below only onetime.
When these functions call multiple times, it brings the serious bugs.
- e_hwc_planes_init/deinit
- e_hwc_windows_init/deinit
   - e_hwc_window_init/deinit
   - e_hwc_window_queue_init/deinit

Change-Id: I7b204b85dc395a8ec9d2b432f03f331ed50e8b01
",True
796,"Fix sequence features column test that was missing the correct dtype declaration.

PiperOrigin-RevId: 250776945
",True
797,"Roll forward of ""Add dirty bit to TensorStore.""

This change correctly initializes the dirty bit (to false).

PiperOrigin-RevId: 281215819
Change-Id: Iac21e2fc84ac1c41b2a77965cfb785760a478f37
",True
798,"    Update the m_Constant matcher to enable matching derived attribute types.

--

PiperOrigin-RevId: 249933184
",False
799,"pan/midgard: Factor out emit_attr_read

We will load attributes directly for gl_VertexID.

Signed-off-by: Alyssa Rosenzweig <alyssa.rosenzweig@collabora.com>
",False
800,"Create a flag to disable per-channel quantized weight even the ops have the support

If the user prefers to performance, he might want to disable per-channel
quantization. When the per-channel quantization is disabled, the weight is
using asymmetric quantization with narrow range.

PiperOrigin-RevId: 281365699
Change-Id: Ie5154e7bc3d3c1d7893531c308e0e0989b5ff117
",False
801,"Fix error message
",False
802,"Font update

Change-Id: I72f5fc5237624d93664401fccadc93150c65b02a
",False
803,"efl_ui_textpath: remove err log in none error case.
",False
804,"intel/nir: Add 1-bit opcodes to brw_cmod_for_nir_comparison_op

Reviewed-by: Matt Turner <mattst88@gmail.com>
",True
805,"util/hash_table: update users to use new optimal integer hash functions

Reviewed-by: Eric Anholt <eric@anholt.net>
Reviewed-by: Iago Toral Quiroga <itoral@igalia.com>
Tested-by: Marge Bot <https://gitlab.freedesktop.org/mesa/mesa/merge_requests/3475>
Part-of: <https://gitlab.freedesktop.org/mesa/mesa/merge_requests/3475>
",False
806,"intel/perf: create a vtable entry for store_register_mem64

This method is needed to move subsequent methods into perf.

Reviewed-by: Kenneth Graunke <kenneth@whitecape.org>
",False
807,"COMPMID-2763 convert functions and helpers for QASYMM8_SIGNED

Helpers and functions are modified to add capabilities
to convert from/to QASYMM8_SIGNED.

Change-Id: Iadd94f9a8469da77421d6987ce67738cf16a1c52
Signed-off-by: Sang-Hoon Park <sang-hoon.park@arm.com>
Reviewed-on: https://review.mlplatform.org/c/2288
Comments-Addressed: Arm Jenkins <bsgcomp@arm.com>
Tested-by: Arm Jenkins <bsgcomp@arm.com>
Reviewed-by: Michele Di Giorgio <michele.digiorgio@arm.com>
Reviewed-by: Georgios Pinitas <georgios.pinitas@arm.com>
",False
808,"intel/compiler: add newline to limit_dispatch_width message

Signed-off-by: Tapani Pälli <tapani.palli@intel.com>
Reviewed-by: Lionel Landwerlin <lionel.g.landwerlin@intel.com>
",False
809,"Ensure distributed_file_utils.remove_temp_dirpath() can be safely called multiple times.

PiperOrigin-RevId: 308716361
Change-Id: I16ea406b81e78f7560e7015d3c9e2dbbe19df267
",True
810,"space
",False
811,"fixed width of trace recording to be constant (#349)

Fixes #316

The trace recording is displayed in the UI as:
Recording trace 1.733 (MB)
This fix aligns the unit of the trace recording size (MB) so that it does not move left and right when the number of digits changes.",False
812,"[Android] define enumeration for data type and state

Define enumeration for tensor data type and pipeline state (sync with C# API)

Signed-off-by: Jaeyun Jung <jy1210.jung@samsung.com>
",False
813,"IVGCVSW-4163 Enhance the error handling in the ReadPacket function

* Introduced armnn::SocketConnectionException with fields error no and socket info.

Signed-off-by: Sadik Armagan <sadik.armagan@arm.com>
Change-Id: Ideb85b00771864e332226635aeff3096fbea8e5f
",False
814,"Adding netfx configuration to System.Runtime.CompilerServices.Unsafe (#42859)

* Adding netfx configuration to System.Runtime.CompilerServices.Unsafe

* Adding versionless configurtions to fix build

* Fix indenting issue
",False
815,"Internal cleanup: process global and nonlocal in a more consistent fashion during static analysis. Disconnect definitions of symbols between local functions and their parent.

PiperOrigin-RevId: 307630337
Change-Id: I3c5a79b35a52f83c6b32239c43869ec4ebd34380
",False
816,"anv/entrypoints: Better handle promoted extensions

In the case of promoted extensions we can end up with an entrypoint that
we support being an alias of an entrypoint we do not support.  For
instance, if an extension gets promoted from EXT to KHR, the EXT entry-
points may be aliases of the KHR ones.  We want to leave everything as
EXT until we get around to advertising the KHR so that we don't break
things when we update the XML and headers.

Reviewed-by: Lionel Landwerlin <lionel.g.landwerlin@intel.com>
",False
817,"Add a check_alive to context to check whether a remote worker is alive.

PiperOrigin-RevId: 280080043
Change-Id: Id152c198ebf20256fc14b2ea1e16b8c5db71844c
",False
818,"[Filter/tflite] Fix typo

Assignment should be ended with semicolon if there is no special reason.
Replace `,` with `;`

Signed-off-by: junmin-kim <junmindd.kim@samsung.com>
",True
819,"Apply tf1->tf2 name replaces to doc-strings and comments in tensorflow.

No code changes, only doc-strings and comments.

PiperOrigin-RevId: 244275767
",False
820,"taskscheduler: initialize member correctly

This patch will fix runtime crash caused by incorrect init variables.
",True
821,"Go: Update generated wrapper functions for TensorFlow ops.
PiperOrigin-RevId: 249741227
",False
822,"mono: encapsulate internal nativemethods

Summary: Depends on D10337

Test Plan: meson setup -Dbindings=mono,cxx -Dmono-beta=true

Reviewers: lauromoura, segfaultxavi, Jaehyun_Cho

Reviewed By: lauromoura

Subscribers: cedric, #reviewers, woohyun, #committers

Tags: #efl

Differential Revision: https://phab.enlightenment.org/D10340
",False
823,"[Mac] fixes NRE when changing MainPage. Refactoring tab order. (#4962) fixes #4156

",True
824,"Fix create_file_writer() memory leak in graph mode

This fixes #26684, a memory leak that occurred when repeatedly calling create_file_writer() for new graphs in either tf.contrib.summary or TF 2.0's tf.summary.  The implementation for tf.contrib.summary.summary_writer_initializer_op() held strong references to all graphs that had ever created summary writers, even when those graphs were otherwise unreachable.

We address this by reverting the implementation to use graph collections, since while deprecated, the API this is needed for is only exposed in TF 1.x.

I added a test and confirmed that it failed prior to the fix, and passes after it.

PiperOrigin-RevId: 241174020
",True
825,"vtn: handle bitcast with pointer src/dest

v2: use vtn_push_ssa and vtn_ssa_value

Signed-off-by: Karol Herbst <kherbst@redhat.com>
Reviewed-by: Jason Ekstrand <jason@jlekstrand.net>
",False
826,"gallium: Plumb through a way to disable GLSL const lowering

For radeonsi, we will prefer the NIR pass as it'll generate better code
(some index calculation and a single load vs. a load, then index
calculation, then another load) and oftentimes NIR optimization can kick
in and make all the access indices constant.

Reviewed-by: Kenneth Graunke <kenneth@whitecape.org>
Reviewed-by: Timothy Arceri <tarceri@itsqueeze.com>
",False
827,"Dali-tests: add support for SELECTED_TEXT_START/END

Modify simple-text-field to support programatical selection modification

Change-Id: I173f0484113cf5e8cbc99b54ab1e0b2e83ea6c05
",False
828,"Add gtest

Change-Id: I17dc5ab6b9535d3bf00b098f042a18663dfd7280
Signed-off-by: hyunho <hhstark.kang@samsung.com>
Signed-off-by: Jusung Son <jusung07.son@samsung.com>
",False
829,"intel/compiler: Move all live interval analysis results into fs_live_variables

This moves the following methods that are currently defined in
fs_visitor (even though they are side products of the liveness
analysis computation) and are already implemented in
brw_fs_live_variables.cpp:

> bool virtual_grf_interferes(int a, int b) const;
> int *virtual_grf_start;
> int *virtual_grf_end;

It makes sense for them to be part of the fs_live_variables object,
because they have the same lifetime as other liveness analysis results
and because this will allow some extra validation to happen wherever
they are accessed in order to make sure that we only ever use
up-to-date liveness analysis results.

This shortens the virtual_grf prefix in order to compensate for the
slightly increased lexical overhead from the live_intervals pointer
dereference.

Reviewed-by: Matt Turner <mattst88@gmail.com>
Part-of: <https://gitlab.freedesktop.org/mesa/mesa/-/merge_requests/4012>
",False
830,"iris: limit gen8 to 8 samples
",False
831,"video: Removed obsolete variable 'pp_r'.

Change-Id: I4cb7b72a334e8584a1f799855e57a584eccb2db8
",True
832,"eina_mono: remove exceptions in unexpected locations

Summary:
Unexpected locations are listed in
https://docs.microsoft.com/en-us/visualstudio/code-quality/ca1065

fix CA1065
ref T8402

Test Plan:
meson setup -Dbindings=mono,cxx -Dmono-beta=true
ninja test

Reviewers: lauromoura, felipealmeida, brunobelo

Reviewed By: brunobelo

Subscribers: cedric, #reviewers, #committers

Tags: #efl

Maniphest Tasks: T8402

Differential Revision: https://phab.enlightenment.org/D10461
",False
833,"etnaviv: reduce rs alignment requirement for two pixel pipes GPU

The rs alignment doesn't have to be multiplied by # of pixel pipes.

This works on GC2000 which doesn't have the SINGLE_BUFFER feature.

This fixes some cubemaps (NPOT / small mipmap levels) because aligning by 8
breaks the expected alignment of 4 for tiled format. We don't want to mess
with the alignment of tiled formats.

Signed-off-by: Jonathan Marek <jonathan@marek.ca>
Reviewed-by: Christian Gmeiner <christian.gmeiner@gmail.com>
",True
834,"Go: Update generated wrapper functions for TensorFlow ops.

PiperOrigin-RevId: 296865419
Change-Id: Ic425afdeb2e33ea0bc7492230476c993c54cc739
",False
835,"Adds tolerance arguments to pfor test functions.

PiperOrigin-RevId: 302563427
Change-Id: I68165eb6052edfaf477ebea28bcc8f664cf8234f
",False
836,"Disallow users to create parser database path

Only root or app_fw user can create directory hierachy
while retrieving pkg database path.

Change-Id: I3b7fda083f0aacf98408ca3978d5505552728a6e
Signed-off-by: Junghyun Yeon <jungh.yeon@samsung.com>
",True
837,"Added RemoveOneInputOneOutputNode for graph.
Added transformation NewRemoveIdentityReshape.
NewRemoveIdentityReshape added to general transformations.

PiperOrigin-RevId: 242714462
",False
838,"[ComponentBased][TCSACR-282] Add Release method to IWindowInfo interface (#1040)

* Modify native api name

Signed-off-by: hyunho <hhstark.kang@samsung.com>

* Add argument check logic

SendLaunchRequestAsync control parameter should not be null

Signed-off-by: hyunho <hhstark.kang@samsung.com>

* Add argument check logic

SendLaunchRequestAsync control parameter should not be null

Signed-off-by: hyunho <hhstark.kang@samsung.com>

* Add Release method to IWindowInfo interface

Signed-off-by: hyunho <hhstark.kang@samsung.com>

* Use IDisposable to release window resource

Signed-off-by: hyunho <hhstark.kang@samsung.com>

* Fix indention

Signed-off-by: hyunho <hhstark.kang@samsung.com>

* Fix dispose method

Signed-off-by: hyunho <hhstark.kang@samsung.com>
",False
839,"c#: Remove warning about unused variable

Reviewed-by: Marcel Hollerbach <mail@marcel-hollerbach.de>
Differential Revision: https://phab.enlightenment.org/D11097
",False
840,"COMPMID-3097 Fuse activation with fully connected layer CL

Change-Id: I447030e69b9e565f2f81529a41af8c5e7ece7ecf
Signed-off-by: Giorgio Arena <giorgio.arena@arm.com>
Reviewed-on: https://review.mlplatform.org/c/ml/ComputeLibrary/+/2702
Comments-Addressed: Arm Jenkins <bsgcomp@arm.com>
Reviewed-by: Georgios Pinitas <georgios.pinitas@arm.com>
Tested-by: Arm Jenkins <bsgcomp@arm.com>
",False
841,"Remove unsafe call of ecore idler

Change-Id: I8c8b19bed096c7833e99b6e0d31430ac688f543a
Signed-off-by: Krzysztof Wieclaw <k.wieclaw@samsung.com>
",True
842,"elm_image: remove the spaces and keep the indentation for elm_image_file_set()

Summary: there are wrong indentation in the elm_image_file_set, so removed the tabs

Reviewers: Jaehyun_Cho

Reviewed By: Jaehyun_Cho

Subscribers: cedric, #reviewers, #committers

Tags: #efl

Differential Revision: https://phab.enlightenment.org/D11988

Change-Id: I797d0861fff02a8b49aacc748cec9c7238926441
",False
843,"Add EDSC sugar

This allows load, store and ForNest to be used with both Expr and Bindable.
This simplifies writing generic pieces of MLIR snippet.

For instance, a generic pointwise add can now be written:

```cpp
// Different Bindable ivs, one per loop in the loop nest.
auto ivs = makeBindables(shapeA.size());
Bindable zero, one;
// Same bindable, all equal to `zero`.
SmallVector<Bindable, 8> zeros(ivs.size(), zero);
// Same bindable, all equal to `one`.
SmallVector<Bindable, 8> ones(ivs.size(), one);
// clang-format off
Bindable A, B, C;
Stmt scalarA, scalarB, tmp;
Stmt block = edsc::Block({
  ForNest(ivs, zeros, shapeA, ones, {
    scalarA = load(A, ivs),
    scalarB = load(B, ivs),
    tmp = scalarA + scalarB,
    store(tmp, C, ivs)
  }),
});
// clang-format on
```

This CL also adds some extra support for pretty printing that will be used in
a future CL when we introduce standalone testing of EDSCs. At the momen twe
are lacking the basic infrastructure to write such tests.

PiperOrigin-RevId: 229375850
",False
844,"[PythonFilter] Fix svace errors in python filter

This commit fixes svace errors.

Signed-off-by: Dongju Chae <dongju.chae@samsung.com>
",True
845,"main: require Python 3.5 now

We've been warning about Python 3.4 for almost a year.  This drops
support for these systems:
* Ubuntu Trusty: released Apr 2014, EOL Apr 2022
* Debian Jessie: released Apr 2015, EOL Jun 2020

So the min required distros would now be:
* Ubuntu Xenial: released Sep 2015 w/Python 3.5
* Debian Stretch: released Jun 2017 w/Python 3.6

I don't think we're quite ready to drop Python 3.5 which would affect
Ubuntu Xenial -- we'd have to update to Ubuntu Bionic from Apr 2018.
Let's see how much the community reacts to loss of Python 3.4 first.

Bug: https://crbug.com/gerrit/10418
Change-Id: Ib24a57818fdca49e23db53e1bdd1f4c76b4963f7
Reviewed-on: https://gerrit-review.googlesource.com/c/git-repo/+/291502
Reviewed-by: Chris Mcdonald <cjmcdonald@google.com>
Tested-by: Mike Frysinger <vapier@google.com>
",False
846,"radv: Add bolist RADV_PERFTEST flag.

To test global_bo_list performance.

Reviewed-by: Samuel Pitoiset <samuel.pitoiset@gmail.com>
",True
847,"[MLIR:TF] Use visibility to determine whether to keep original callee

The unchanged callee functions will cause problems in lowering. When we know the whole module is going to be lowered, we do not need to keep the original callees.

PiperOrigin-RevId: 307420774
Change-Id: Icf87c29a08c1c79b0a02a4c071779a53e3fb7d1e
",False
848,"core: skip whitespace after ""|"" and ""!"" in the condition parser

We'd skip any whitespace immediately after ""="", but then we'd treat whitespace
that is between ""|"" or ""!"" and the value as significant. This is rather
confusing, let's ignore it too.
",True
849,"Add conf files

- Add level3 and level6 conf files
- Modify not to change the value of input parameter
- Change strncmp to strcmp for pattern string comparison

Change-Id: I1e2a00cb211fd6d1fb4fdf8b9ad72eaee86a65c1
Signed-off-by: pr.jung <pr.jung@samsung.com>
",False
850,"IVGCVSW-4526 Fix UnitTest errors when running on raspberry pi

* The std::thread::id is included in some timeline packages of the
profiler. But the size of thread::id is platform dependent. That's why
some tests expected a wrong package size

Signed-off-by: Jan Eilers <jan.eilers@arm.com>
Change-Id: I4794ebbdda2d75ed5be7112f6a3bf2e5f14f221b
",False
851,"[XLA:Python] Delete buffers_from_pyvals, which is unused (except elsewhere in xla_client.py).

PiperOrigin-RevId: 285230745
Change-Id: I5e5888a19a707f1b4a3cfb8235416af9ffbe3c4c
",False
852,"Remove automatic control dep wrapping from layers in v2.

PiperOrigin-RevId: 316652071
Change-Id: I90d3568fa727c8370de1f20e35742efbd9d615ac
",True
853,"Add logs for check lock at ZygoteCommunication.

This patch add log before and after locks at ZygoteCommunication,
to check deadlock of it.

Change-Id: I975c1dd184013a5f50c1b2c63e98d2a79177328e
Signed-off-by: zhuoyu.qian <zhuoyu.qian@samsung.com>
",False
854,"[M76 Migration][WRTjs][Serivce][Global] Add native service life-cycle

Global services should have app id to utilize tizen web device APIs.
So, this gives wrt-service an app id as a native service application
and adds native service life-cycle callbacks and configurations.

Ref : https://review.tizen.org/gerrit/#/c/221190/

Change-Id: Idd22bd5256a7b08dde7fe1b9f4162739e46c93e5
Signed-off-by: Youngsoo Choi <kenshin.choi@samsung.com>
",False
855,"Nullable: Interop: Kernel32 and few others (dotnet/coreclr#23880)

* Nullable: Interop: Kernel32 and few others

* fix compile errors (new compiler)

* address feedback

Signed-off-by: dotnet-bot <dotnet-bot@microsoft.com>
",True
856,"omxvideoenc: Add dynamic IDR insertion support on zynq

As the pi, the zynq has its own API to request keyframe.
",False
857,"Fold TensorFlow ShapeN ops with all static input types

Generalized Shape op folder to share the implementation.

Added a TODO to optimize instances that has some static shape input types with a canonicalization pattern.

PiperOrigin-RevId: 277304953
Change-Id: Ife27b98af6a58fdf731b702b71cbc07b6d20a303
",False
858,"intel/eu/gen12: Don't set DD control, it's gone.

A future lowering pass will simulate the same behavior originally
provided by NoDDChk/NoDDClr at the IR level by using appropriate SWSB
annotations.

Reviewed-by: Kenneth Graunke <kenneth@whitecape.org>
",True
859,"Adding translations to Wifi

Signed-off-by: k.stepaniuk <k.stepaniuk@samsung.com>
",False
860,"Fix coverty issue 1097769 for strtok_r

Change-Id: I13650fdbc20568f0b3c82eb388fd8a7437d9e1d2
Signed-off-by: Amit Purwar <amit.purwar@samsung.com>
",True
861,"ecore drm2 - handle possible NULL fb when doing a flip
",True
862,"Disable flaky test.

PiperOrigin-RevId: 254310218
",False
863,"Remove sample_weight_mode arg from compile and cleanup docs.

PiperOrigin-RevId: 306310413
Change-Id: I50de5bbcd3f42fa8b8314ab94cf4aa674b2ff193
",False
864,"Add error log

[Version] 0.1.17
[Issue Type] Update

Change-Id: Ideede05bca522315ea677037fbaffc6e05c00393
Signed-off-by: Jeongmo Yang <jm80.yang@samsung.com>
",False
865,"Fix double free

Change-Id: Ic2e4235a6806644060ac25ab7be49f9ac417370c
",True
866,"BatchMatMul conversion implemented

PiperOrigin-RevId: 267505822
",False
867,"revise naming
",False
868,"Added two APIs(service category support) in header file

1/ _uam_request_get_service_users
2/ _uam_request_get_service_devices

Change-Id: I97cfbe7967cf0945008982af2d7f999cdb2af4aa
Signed-off-by: Lokesh <l.kasana@samsung.com>
",False
869,"Update Ch.2 of the Toy tutorial.

The code and documentation for this chapter of the tutorial have been updated to follow the new flow. The toy 'array' type has been replaced by usages of the MLIR tensor type. The code has also been cleaned up and modernized.

Closes #101

PiperOrigin-RevId: 265744086
",False
870,"[tf.data] Move cardinality op out of experimental

PiperOrigin-RevId: 314574956
Change-Id: I9f724070c3c348b048ebb29e6619eaf88da4f5f4
",False
871,"[MediaController] Change InvalidState to UnknownError.

[Verification] Code compiles without error.

Change-Id: Ibda8a419257caf071c7ed8e08e5b496b5c0efe2e
Signed-off-by: Lukasz Bardeli <l.bardeli@samsung.com>
",False
872,"TFLite GPU Delegate: Implement unit tests for concat operation.

PiperOrigin-RevId: 252127942
",False
873,"await tasks on ViewUnitTests and update MSBuild Locator (#7542)

",True
874,"Go: Update generated wrapper functions for TensorFlow ops.

PiperOrigin-RevId: 299771491
Change-Id: I9f11c0c83285b1fdd446678695d5017d4eafa3f8
",False
875,"gallium: replace DRM_CONF_THROTTLE with PIPE_CAP_MAX_FRAMES_IN_FLIGHT

Reviewed-by: Kenneth Graunke <kenneth@whitecape.org>
",False
876,"Return NOT_SUPPORTED in camera_set_display()

- Previously, camera API returned INVALID_OPERATION error
  although MM_ERROR_NOT_SUPPORT_API is returned from mm_display_interface_set_display().

[Version] 0.4.28
[Profile] Common
[Issue Type] Update

Change-Id: Ib5302f1bba74e04fc99af4b693be0e37d9b501f2
Signed-off-by: Jeongmo Yang <jm80.yang@samsung.com>
",True
877,"using double to avoild multplication overflow (#38079)

",True
878,"Support extracting stream information of AV1

and modify libav log level for debugging

Change-Id: Ifd2f2c13248880915f5b7ef75d09f68ca032455c
",False
879,"analyze: drop spurious newline
",False
880,"efl_ui_win: add 'exit_on_all_windows_closed' class property and unit test

Summary:
this property causes the main loop to exit with the passed exit code
when the standby event is triggered

@feature
ref T5494

Reviewers: cedric, bu5hm4n, segfaultxavi

Reviewed By: cedric, bu5hm4n, segfaultxavi

Subscribers: segfaultxavi, bu5hm4n, #reviewers, #committers

Tags: #efl

Maniphest Tasks: T5494

Differential Revision: https://phab.enlightenment.org/D7594
",False
881,"[MM] fix svace issue

No return in none-void return type fucntion

Change-Id: I86e456bf1d0d71b5a6b464d31ac0ed4049917a60
Signed-off-by: fanwei <wei13.fan@samsung.com>
",True
